Gene_Name	nextprot_accession	primary_isoform	Ensembl_Accession	RefSeq_Accession	Uniprot_Accession	Chromosome	Start	End	n_neXtProt_entry	Protein_existence	PeptideAtlas_Category	nobs	Description	accession
Q9LXW8	AT3G43910.1	AT3G43910.1		NP_189977.1	Q9LXW8	3	15751387	15752689	1		not observed		 MutS2 	AT3G43910.1
FB6	AT1G12190.1	AT1G12190.1		NP_172683.1	Q9FWW8	1	4132967	4134094	1		not observed		 F-box and associated interaction domains-containing protein 	AT1G12190.1
Q9ZVQ2	AT2G02400.1	AT2G02400.1		NP_178345.1	Q9ZVQ2	2	631413	632449	1		canonical	41	 NAD(P)-binding Rossmann-fold superfamily protein 	AT2G02400.1
Y1112	AT1G11280.1	AT1G11280.1		NP_563887.1	Q9SXB3	1	3787456	3790728	1		canonical	19	 S-locus lectin protein kinase family protein 	AT1G11280.1
O64856	AT2G44210.1	AT2G44210.1		NP_030959.1	O64856	2	18280809	18282591	1		canonical	29	 carboxyl-terminal peptidase (DUF239) 	AT2G44210.1
U78D1	AT1G30530.1	AT1G30530.1		NP_564357.1	Q9S9P6	1	10814917	10816374	1		canonical	74	 UDP-glucosyl transferase 78D1 	AT1G30530.1
ZDH16	AT4G01730.1	AT4G01730.1		NP_192082.4	Q9M115	4	749574	752034	1		canonical	6	 DHHC-type zinc finger family protein 	AT4G01730.1
SCL33	AT2G29060.1	AT2G29060.1		NP_180470.2	P0C883	2	12481991	12484075	1		canonical	8	 GRAS family transcription factor 	AT2G29060.1
BBX24	AT1G06040.1	AT1G06040.1		NP_172094.1	Q96288	1	1828662	1829659	1		canonical	2	 B-box zinc finger family protein 	AT1G06040.1
EXPA7	AT1G12560.1	AT1G12560.1		NP_172717.1	Q9LN94	1	4276557	4277693	1		marginally distinguished	2	 expansin A7 	AT1G12560.1
Q0WP66	AT2G34315.2	AT2G34315.2		NP_001189674.1	Q0WP66	2	14480254	14481218	1		canonical	3	 avirulence induced family protein 	AT2G34315.2
Q8VYF6	AT1G13000.1	AT1G13000.1		NP_001031034.1	Q8VYF6	1	4436402	4438693	1		canonical	14	 transmembrane protein%2C putative (DUF707) 	AT1G13000.1
PHYB	AT2G18790.1	AT2G18790.1		NP_179469.1	P14713	2	8140079	8144151	1		canonical	104	 phytochrome B 	AT2G18790.1
MORF3	AT3G06790.2	AT3G06790.2		NP_187335.1	Q84JZ6	3	2144564	2145743	1		canonical	13	 plastid developmental protein DAG 	AT3G06790.2
SY132	AT5G08080.1	AT5G08080.1		NP_001332203.1	Q8VZU2	5	2588532	2591106	1		canonical	66	 syntaxin of plants 132 	AT5G08080.1
LNK4	AT5G06980.1	AT5G06980.1		NP_001190245.1	Q9FL48	5	2167799	2169133	1		canonical	3	 hypothetical protein 	AT5G06980.1
UGPA3	AT3G56040.1	AT3G56040.1		NP_567031.1	F4IY62	3	20792689	20797482	1		canonical	16	 UDP-glucose pyrophosphorylase 3 	AT3G56040.1
Y5698	AT5G66980.1	AT5G66980.1		NP_201499.1	Q9FGD2	5	26741563	26742826	1		not observed		 AP2/B3-like transcriptional factor family protein 	AT5G66980.1
IP5P2	AT4G18010.1	AT4G18010.1		NP_567547.1	Q9FUR2	4	9991194	9994099	1		canonical	26	 myo-inositol polyphosphate 5-phosphatase 2 	AT4G18010.1
CAP14	AT2G01920.1	AT2G01920.1		NP_178301.1	Q9SHV5	2	426052	426990	1		subsumed by AT2G01600.1	2	 ENTH/VHS/GAT family protein 	AT2G01920.1
A0A1P8B5P2	AT4G02735.1	AT4G02735.1		NP_001328771.1	A0A1P8B5P2	4	1215092	1217509	1		insufficient evidence	1	 F-box SKIP17-like protein 	AT4G02735.1
ILR3	AT5G54680.1	AT5G54680.1		NP_200279.1	Q9FH37	5	22217270	22218993	1		not observed		 basic helix-loop-helix (bHLH) DNA-binding superfamily protein 	AT5G54680.1
F4I7X1	AT1G41830.1	AT1G41830.1		NP_564479.1	F4I7X1	1	15603892	15607802	1		canonical	80	 SKU5-similar 6 	AT1G41830.1
DF291	AT2G21465.1	AT2G21465.1		NP_001031388.1	Q2V472	2	9195596	9195926	1		weak	1	 Defensin-like (DEFL) family protein 	AT2G21465.1
A0A1P8AS56	AT1G65425.1	AT1G65425.1		NP_001321846.1	A0A1P8AS56	1	24299857	24300588	1		not observed		 F-box/kelch-repeat protein 	AT1G65425.1
ADR1	AT1G33560.1	AT1G33560.1		NP_174620.2	Q9FW44	1	12169092	12171878	1		canonical	8	 Disease resistance protein (CC-NBS-LRR class) family 	AT1G33560.1
A0A1I9LM04	AT3G57060.3	AT3G57060.3		NP_001325687.1	A0A1I9LM04	3	21115078	21121051	1		canonical	60	 binding protein 	AT3G57060.3
GLIP6	AT1G71120.1	AT1G71120.1		NP_177268.1	Q9C996	1	26821072	26822420	1		canonical	21	 GDSL-motif lipase/hydrolase 6 	AT1G71120.1
TTM2	AT1G26190.1	AT1G26190.1		NP_173944.1	Q9C664	1	9057285	9060433	1		canonical	44	 Phosphoribulokinase / Uridine kinase family 	AT1G26190.1
XTH19	AT4G30290.1	AT4G30290.1		NP_194758.1	Q9M0D1	4	14828954	14829965	1		canonical	41	 xyloglucan endotransglucosylase/hydrolase 19 	AT4G30290.1
U1135	AT2G43370.1	AT2G43370.1		NP_850395.1	Q8VY74	2	18013431	18015376	1		canonical	14	 RNA-binding (RRM/RBD/RNP motifs) family protein 	AT2G43370.1
SBT21	AT1G30600.1	AT1G30600.1		NP_174348.1	Q9SA75	1	10841341	10844906	1		canonical	35	 Subtilase family protein 	AT1G30600.1
CYB5A	AT1G26340.1	AT1G26340.1		NP_173958.1	Q9FDW8	1	9113992	9114755	1		canonical	18	 cytochrome B5 isoform A 	AT1G26340.1
Q8GWP4	AT2G21530.1	AT2G21530.1		NP_179748.2	Q8GWP4	2	9219372	9220464	1		canonical	61	 SMAD/FHA domain-containing protein 	AT2G21530.1
F4JW86	AT5G04350.1	AT5G04350.1		NP_196055.1	F4JW86	5	1220829	1221269	1		weak	1	 Plant self-incompatibility protein S1 family 	AT5G04350.1
DTX55	AT5G49130.1	AT5G49130.1		NP_199724.1	Q9FH21	5	19915904	19917525	1		canonical	4	 MATE efflux family protein 	AT5G49130.1
Q8GX16	AT2G35215.1	AT2G35215.1		NP_850242.1	Q8GX16	2	14839296	14839616	1		canonical	2	 plant/protein 	AT2G35215.1
Q5XV72	AT4G25070.1	AT4G25070.1		NP_194237.2	Q5XV72	4	12872482	12876468	1		canonical	31	 caldesmon-like protein 	AT4G25070.1
	AT2G07687.1	AT2G07687.1				2	3311854	3312651	1		identical to PeptideAtlas_ATMG00730.1	15	 Cytochrome c oxidase%2C subunit III 	AT2G07687.1
C3H57	AT5G16540.1	AT5G16540.1		NP_568332.2	Q8L7N8	5	5403437	5405034	1		canonical	10	 zinc finger nuclease 3 	AT5G16540.1
Q84VW7	AT1G21930.1	AT1G21930.1		NP_173611.1	Q84VW7	1	7713466	7714298	1		weak	3	 transmembrane protein 	AT1G21930.1
P93744	AT2G42030.1	AT2G42030.1		NP_181733.1	P93744	2	17539069	17540346	1		canonical	4	 RING/U-box superfamily protein 	AT2G42030.1
GT13	AT2G32740.1	AT2G32740.1		NP_180833.1	O48843	2	13886826	13888232	1		not observed		 galactosyltransferase 13 	AT2G32740.1
SR34	AT1G02840.1	AT1G02840.1		NP_001318908.1	O22315	1	626918	629583	1		canonical	39	 RNA-binding (RRM/RBD/RNP motifs) family protein 	AT1G02840.1
JAL44	AT5G38550.1	AT5G38550.1		NP_198671.1	Q9FFW6	5	15432965	15435421	1		canonical	29	 Mannose-binding lectin superfamily protein 	AT5G38550.1
SCC3	AT2G47980.1	AT2G47980.1		NP_566119.1	O82265	2	19631423	19636795	1		canonical	98	 sister-chromatid cohesion protein 3 	AT2G47980.1
Q9SSP4	AT1G72820.1	AT1G72820.1		NP_001321871.1	Q9SSP4	1	27403457	27404506	1		canonical	14	 Mitochondrial substrate carrier family protein 	AT1G72820.1
RQL4B	AT1G60930.1	AT1G60930.1		NP_176289.7	Q9FT70	1	22431093	22438302	1		subsumed by AT1G10930.1	8	 RECQ helicase L4B 	AT1G60930.1
ACP3	AT1G54630.1	AT1G54630.1		NP_564663.1	P25702	1	20401642	20402919	1		marginally distinguished	20	 acyl carrier protein 3 	AT1G54630.1
UBN1	AT1G21610.1	AT1G21610.1		NP_173580.2	Q8RX78	1	7574104	7578643	1		canonical	35	 wound-responsive family protein 	AT1G21610.1
F4I227	AT1G63380.1	AT1G63380.1		NP_176527.4	F4I227	1	23505582	23506504	1		subsumed by AT3G55310.1	5	 NAD(P)-binding Rossmann-fold superfamily protein 	AT1G63380.1
CHR10	AT2G44980.2	AT2G44980.2		NP_973689.2	F4IV45	2	18552343	18556669	1		canonical	21	 SNF2 domain-containing protein / helicase domain-containing protein 	AT2G44980.2
	AT5G36140.1	AT5G36140.1		NP_198463.1		5	14212212	14213259	1		canonical	13	 cytochrome P450%2C family 716%2C subfamily A%2C polypeptide 2 	AT5G36140.1
A0A1I9LM80	AT3G23123.1	AT3G23123.1		NP_001325761.1	A0A1I9LM80	3	8234314	8234559	1		not observed		 transmembrane protein 	AT3G23123.1
B3H4Y0	AT3G53065.1	AT3G53065.1		NP_001319734.1	B3H4Y0	3	19672873	19673439	1		canonical	6	 D-galactoside/L-rhamnose binding SUEL lectin protein 	AT3G53065.1
SP1L4	AT5G15600.1	AT5G15600.1		NP_001330276.1	Q9LF22	5	5078405	5078863	1		canonical	12	 SPIRAL1-like4 	AT5G15600.1
PGL1A	AT4G22890.1	AT4G22890.1		NP_001078431.1	Q8H112	4	12007157	12009175	1		canonical	67	 PGR5-LIKE A 	AT4G22890.1
Q94AL3	AT3G55290.1	AT3G55290.1		NP_567019.1	Q94AL3	3	20502653	20503730	1		canonical	28	 NAD(P)-binding Rossmann-fold superfamily protein 	AT3G55290.1
PFPB2	AT4G04040.1	AT4G04040.1		NP_192313.3	F4JGR5	4	1939250	1942765	1		canonical	71	 Phosphofructokinase family protein 	AT4G04040.1
F4JT43	AT4G13630.1	AT4G13630.1		NP_001190719.1	F4JT43	4	7934093	7936029	1		canonical	27	 zein-binding protein (Protein of unknown function%2C DUF593) 	AT4G13630.1
Q6IDB8	AT5G26800.1	AT5G26800.1		NP_198032.2	Q6IDB8	5	9425224	9426485	1		canonical	9	 xaa-pro aminopeptidase P 	AT5G26800.1
A0A1I9LSC2	AT3G07030.2	AT3G07030.2		NP_001327442.1	A0A1I9LSC2	3	2223001	2225254	1		canonical	35	 Alba DNA/RNA-binding protein 	AT3G07030.2
Q9LP52	AT1G29240.1	AT1G29240.1		NP_174218.2	Q9LP52	1	10217023	10218924	1		canonical	13	 transcription initiation factor TFIID subunit%2C putative (DUF688) 	AT1G29240.1
Q9M8A0	AT3G02400.1	AT3G02400.1		NP_186889.1	Q9M8A0	3	489830	491587	1		canonical	30	 SMAD/FHA domain-containing protein 	AT3G02400.1
Q8GX73	AT5G67245.1	AT5G67245.1		NP_975006.1	Q8GX73	5	26829476	26829661	1		not observed		 hypothetical protein 	AT5G67245.1
RUXG	AT2G23930.1	AT2G23930.1		NP_179971.1	O82221	2	10182353	10183026	1		canonical	13	 Putative small nuclear ribonucleoprotein G 	AT2G23930.1
CAMK7	AT3G56760.1	AT3G56760.1		NP_191235.1	Q9LET1	3	21020661	21023756	1		canonical	23	 Protein kinase superfamily protein 	AT3G56760.1
Q9CAD8	AT1G63730.1	AT1G63730.1		NP_176560.1	Q9CAD8	1	23641770	23645132	1		canonical	9	 Disease resistance protein (TIR-NBS-LRR class) family 	AT1G63730.1
Q8GYC9	AT3G52240.1	AT3G52240.1		NP_190792.2	Q8GYC9	3	19372902	19375799	1		canonical	36	 transcriptional regulator ATRX 	AT3G52240.1
B3H5K1	AT4G09731.1	AT4G09731.1		NP_001118961.1	B3H5K1	4	6139717	6139851	1		not observed		 hypothetical protein 	AT4G09731.1
Q8L837	AT4G18340.1	AT4G18340.1		NP_193568.2	Q8L837	4	10130245	10132019	1		canonical	5	 Glycosyl hydrolase superfamily protein 	AT4G18340.1
XGD1	AT5G33290.1	AT5G33290.1		NP_198314.2	Q94AA9	5	12558439	12561840	1		canonical	13	 xylogalacturonan deficient 1 	AT5G33290.1
P2C76	AT5G53140.1	AT5G53140.1		NP_001329972.1	Q94AT1	5	21549228	21552132	1		canonical	72	 Protein phosphatase 2C family protein 	AT5G53140.1
B3H5L9	AT1G45229.1	AT1G45229.1		NP_001319165.1	B3H5L9	1	17155072	17155634	1		not observed		 transmembrane protein 	AT1G45229.1
E2FB	AT5G22220.2	AT5G22220.2		NP_001031921.3	Q9FV71	5	7360749	7364120	1		canonical	21	 E2F transcription factor 1 	AT5G22220.2
EF2	AT1G56070.1	AT1G56070.1		NP_001321033.1	Q9ASR1	1	20968245	20971077	1		canonical	698	 Ribosomal protein S5/Elongation factor G/III/V family protein 	AT1G56070.1
C70B2	AT2G46950.1	AT2G46950.1		NP_182218.2	F4IK45	2	19289466	19291541	1		canonical	9	 cytochrome P450%2C family 709%2C subfamily B%2C polypeptide 2 	AT2G46950.1
CKL9	AT1G03930.1	AT1G03930.1		NP_563695.2	Q9ZWB3	1	1005439	1008118	1		canonical	29	 dual specificity kinase 1 	AT1G03930.1
NUP35	AT3G16310.1	AT3G16310.1		NP_566542.1	O04326	3	5526593	5528106	1		canonical	32	 mitotic phosphoprotein N' end (MPPN) family protein 	AT3G16310.1
Q9M0P7	AT4G09450.1	AT4G09450.1		NP_192683.1	Q9M0P7	4	5983277	5984500	1		subsumed by AT1G74840.1	1	 Duplicated homeodomain-like superfamily protein 	AT4G09450.1
	AT4G34720.1	AT4G34720.1				4	16568223	16569165	1		identical to AT2G16510.1	31	 ATPase%2C F0/V0 complex%2C subunit C protein 	AT4G34720.1
AAE11	AT1G66120.1	AT1G66120.1		NP_176786.1	Q9C8D4	1	24612640	24614690	1		canonical	47	 AMP-dependent synthetase and ligase family protein 	AT1G66120.1
F4J485	AT3G29720.1	AT3G29720.1		NP_189614.1	F4J485	3	11549418	11551369	1		not observed		 HXXXD-type acyl-transferase family protein 	AT3G29720.1
F4JCM2	AT3G33393.1	AT3G33393.1		NP_683631.1	F4JCM2	3	14037798	14038234	1		not observed		 myosin heavy chain-like protein 	AT3G33393.1
Q9SQY9	AT3G10590.1	AT3G10590.1		NP_187670.1	Q9SQY9	3	3310424	3311311	1		canonical	3	 Duplicated homeodomain-like superfamily protein 	AT3G10590.1
Q8S898	AT2G05430.1	AT2G05430.1		NP_178611.1	Q8S898	2	1986454	1987101	1		not observed		 Ubiquitin-specific protease family C19-related protein 	AT2G05430.1
Q9SJY3	AT2G22520.1	AT2G22520.1		NP_179838.1	Q9SJY3	2	9572066	9572623	1		not observed		 hypothetical protein 	AT2G22520.1
Q2V461	AT2G24617.1	AT2G24617.1		NP_001031409.1	Q2V461	2	10462910	10463224	1		not observed		 hypothetical protein 	AT2G24617.1
SAT3	AT3G13110.1	AT3G13110.1		NP_187918.1	Q39218	3	4214939	4216114	1		canonical	37	 serine acetyltransferase 2%3B2 	AT3G13110.1
Y5475	AT5G25475.1	AT5G25475.1		NP_001078620.1	Q680D9	5	8867920	8869492	1		canonical	8	 AP2/B3-like transcriptional factor family protein 	AT5G25475.1
NUD17	AT2G01670.1	AT2G01670.1		NP_565273.1	Q9ZU95	2	296889	297818	1		canonical	3	 nudix hydrolase homolog 17 	AT2G01670.1
MCA2	AT4G25110.1	AT4G25110.1		NP_001031711.1	Q7XJE5	4	12887738	12889953	1		canonical	3	 metacaspase 2 	AT4G25110.1
Q8LG79	AT5G18970.1	AT5G18970.1		NP_197398.1	Q8LG79	5	6333714	6334539	1		canonical	3	 AWPM-19-like family protein 	AT5G18970.1
Q9C547	AT3G06630.1	AT3G06630.1		NP_187315.1	Q9C547	3	2070388	2073791	1		marginally distinguished	6	 protein kinase family protein 	AT3G06630.1
B3H7D9	AT2G23067.1	AT2G23067.1		NP_001118366.1	B3H7D9	2	9822005	9822148	1		not observed		 Putative membrane lipoprotein 	AT2G23067.1
BH096	AT1G72210.1	AT1G72210.1		NP_177366.1	Q9C7T4	1	27180066	27182268	1		canonical	3	 basic helix-loop-helix (bHLH) DNA-binding superfamily protein 	AT1G72210.1
PSMD4	AT4G38630.1	AT4G38630.1		NP_195575.1	P55034	4	18057357	18059459	1		canonical	121	 regulatory particle non-ATPase 10 	AT4G38630.1
Q0WR25	AT3G13060.2	AT3G13060.2		NP_187912.2	Q0WR25	3	4180625	4183632	1		canonical	70	 evolutionarily conserved C-terminal region 5 	AT3G13060.2
Q9CAL5	AT1G70500.1	AT1G70500.1		NP_177207.1	Q9CAL5	1	26566579	26568729	1		canonical	17	 Pectin lyase-like superfamily protein 	AT1G70500.1
Q94BV1	AT5G54145.1	AT5G54145.1		NP_680434.1	Q94BV1	5	21972558	21972749	1		not observed		 hypothetical protein 	AT5G54145.1
LSH5	AT5G58500.1	AT5G58500.1		NP_001318830.1	Q9FGH2	5	23645535	23646083	1		canonical	11	 LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640) 	AT5G58500.1
SCP14	AT3G12230.1	AT3G12230.1		NP_187831.1	Q9C7D3	3	3899431	3901879	1		canonical	20	 serine carboxypeptidase-like 14 	AT3G12230.1
A0A1I9LMU3	AT3G48410.2	AT3G48410.2		NP_001325962.1	A0A1I9LMU3	3	17925786	17928226	1		canonical	23	 alpha/beta-Hydrolases superfamily protein 	AT3G48410.2
RBL10	AT1G25290.1	AT1G25290.1		NP_001185093.1	F4ICF4	1	8867157	8868945	1		canonical	4	 RHOMBOID-like protein 10 	AT1G25290.1
OXA1L	AT2G46470.1	AT2G46470.1		NP_182170.1	Q9SKD3	2	19072659	19074948	1		canonical	12	 inner membrane protein OXA1-like protein 	AT2G46470.1
Q9C6H1	AT1G66640.1	AT1G66640.1		NP_176837.1	Q9C6H1	1	24857438	24859011	1		subsumed by AT1G66320.1	5	 RNI-like superfamily protein 	AT1G66640.1
Q8RWW9	AT5G25590.1	AT5G25590.1		NP_197941.1	Q8RWW9	5	8906684	8909847	1		canonical	54	 DNA ligase (DUF630 and DUF632) 	AT5G25590.1
O23544	AT4G17000.1	AT4G17000.1		NP_193433.1	O23544	4	9567046	9569913	1		canonical	12	 neurofilament heavy protein 	AT4G17000.1
Q9CAJ7	AT1G63830.1	AT1G63830.1		NP_001185304.1	Q9CAJ7	1	23685408	23687098	1		canonical	9	 PLAC8 family protein 	AT1G63830.1
VPS29	AT3G47810.1	AT3G47810.1		NP_190365.3	Q9STT2	3	17637256	17639017	1		canonical	29	 Calcineurin-like metallo-phosphoesterase superfamily protein 	AT3G47810.1
FB254	AT5G07670.1	AT5G07670.1		NP_196384.2	Q8VYT5	5	2430421	2432065	1		canonical	6	 RNI-like superfamily protein 	AT5G07670.1
Q9LTI4	AT5G59460.1	AT5G59460.1		NP_568908.1	Q9LTI4	5	23976968	23978291	1		canonical	23	 scarecrow-like transcription factor 11 (SCL11) 	AT5G59460.1
F4IZ03	AT3G28190.1	AT3G28190.1		NP_189459.1	F4IZ03	3	10512235	10513057	1		not observed		 transmembrane protein 	AT3G28190.1
SAG20	AT3G10985.1	AT3G10985.1		NP_974279.1	Q94AK6	3	3442776	3443108	1		canonical	3	 senescence associated gene 20 	AT3G10985.1
DEF70	AT5G54225.1	AT5G54225.1		NP_001032074.1	P82792	5	22013878	22014321	1		not observed		 low-molecular-weight cysteine-rich 83 	AT5G54225.1
F4K5X4	AT5G37240.1	AT5G37240.1		NP_001318684.1	F4K5X4	5	14737560	14739256	1		subsumed by AT2G35630.1	1	 hypothetical protein 	AT5G37240.1
Q9SUX9	AT4G22400.1	AT4G22400.1		NP_193971.1	Q9SUX9	4	11816829	11817812	1		not observed		 hypothetical protein 	AT4G22400.1
F4IVK3	AT2G26810.1	AT2G26810.1		NP_001118393.1	F4IVK3	2	11433900	11436078	1		canonical	9	 Putative methyltransferase family protein 	AT2G26810.1
Q6IM92	AT1G07490.1	AT1G07490.1		NP_172229.2	Q6IM92	1	2301526	2301849	1		canonical	3	 ROTUNDIFOLIA like 3 	AT1G07490.1
IAA18	AT1G51950.1	AT1G51950.1		NP_175607.1	O24408	1	19305670	19307130	1		canonical	9	 indole-3-acetic acid inducible 18 	AT1G51950.1
FDM1	AT1G15910.1	AT1G15910.1		NP_173043.1	Q9S9P3	1	5465951	5468723	1		canonical	81	 XH/XS domain-containing protein 	AT1G15910.1
DRL32	AT5G43730.1	AT5G43730.1		NP_001318737.1	Q9FG91	5	17560267	17562813	1		canonical	9	 Disease resistance protein (CC-NBS-LRR class) family 	AT5G43730.1
Q9SW04	AT4G25790.1	AT4G25790.1		NP_194309.1	Q9SW04	4	13122248	13123290	1		marginally distinguished	3	 CAP (Cysteine-rich secretory proteins%2C Antigen 5%2C and Pathogenesis-related 1 protein) superfamily protein 	AT4G25790.1
Q6AWX2	AT1G61215.1	AT1G61215.1		NP_974063.1	Q6AWX2	1	22573173	22575374	1		marginally distinguished	2	 bromodomain 4 	AT1G61215.1
SOFL1	AT1G26210.1	AT1G26210.1		NP_564241.1	Q67YG7	1	9067524	9067970	1		weak	1	 SOB five-like 1 	AT1G26210.1
Q9FGN6	AT5G51350.1	AT5G51350.1		NP_199948.1	Q9FGN6	5	20867860	20870621	1		canonical	23	 Leucine-rich repeat transmembrane protein kinase family protein 	AT5G51350.1
KCS16	AT4G34250.1	AT4G34250.1		NP_195151.1	Q9SYZ0	4	16394749	16396230	1		canonical	29	 3-ketoacyl-CoA synthase 16 	AT4G34250.1
NADC	AT2G01350.1	AT2G01350.1		NP_565259.1	Q9ZU32	2	165332	167209	1		canonical	48	 quinolinate phoshoribosyltransferase 	AT2G01350.1
Y3475	AT3G47570.1	AT3G47570.1		NP_566892.1	C0LGP4	3	17527611	17530748	1		canonical	21	 Leucine-rich repeat protein kinase family protein 	AT3G47570.1
Q9M8L6	AT1G80480.1	AT1G80480.1		NP_178163.1	Q9M8L6	1	30258272	30260570	1		canonical	60	 plastid transcriptionally active 17 	AT1G80480.1
F4J864	AT3G52970.1	AT3G52970.1		NP_190865.2	F4J864	3	19641400	19643259	1		canonical	8	 cytochrome P450%2C family 76%2C subfamily G%2C polypeptide 1 	AT3G52970.1
Q8L6Z0	AT1G17780.1	AT1G17780.1		NP_173220.2	Q8L6Z0	1	6124317	6124978	1		canonical	5	 transmembrane protein 	AT1G17780.1
CMTA3	AT2G22300.1	AT2G22300.1		NP_001118361.1	Q8GSA7	2	9471599	9476472	1		canonical	56	 signal responsive 1 	AT2G22300.1
SPH7	AT5G27238.1	AT5G27238.1		NP_001119284.1	B3H5E1	5	9593983	9594390	1		canonical	4	 Plant self-incompatibility protein S1 family 	AT5G27238.1
NRPB2	AT4G21710.1	AT4G21710.1		NP_193902.1	P38420	4	11535684	11542200	1		canonical	134	 DNA-directed RNA polymerase family protein 	AT4G21710.1
PME44	AT4G33220.1	AT4G33220.1		NP_001328318.1	Q9SMY7	4	16022506	16026130	1		canonical	50	 pectin methylesterase 44 	AT4G33220.1
F4I0G4	AT1G63010.1	AT1G63010.1		NP_001077762.1	F4I0G4	1	23347972	23351026	1		canonical	27	 Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein 	AT1G63010.1
RIC9	AT1G61795.1	AT1G61795.1		NP_001077756.1	Q1G3Y0	1	22819943	22820826	1		canonical	4	 PAK-box/P21-Rho-binding family protein 	AT1G61795.1
DEF34	AT1G69818.1	AT1G69818.1		NP_001031257.1	Q2V4D7	1	26282425	26282907	1		marginally distinguished	2	 Defensin-like (DEFL) family protein 	AT1G69818.1
PER35	AT3G49960.1	AT3G49960.1		NP_190565.1	Q96510	3	18524313	18525610	1		canonical	38	 Peroxidase superfamily protein 	AT3G49960.1
SAP7	AT4G12040.1	AT4G12040.1		NP_192941.1	Q9SZ69	4	7215341	7215868	1		canonical	10	 A20/AN1-like zinc finger family protein 	AT4G12040.1
STAD3	AT5G16230.1	AT5G16230.1		NP_197127.1	Q9LF05	5	5303394	5305944	1		canonical	31	 Plant stearoyl-acyl-carrier-protein desaturase family protein 	AT5G16230.1
AB2C	AT2G34660.1	AT2G34660.1		NP_001189675.1	Q42093	2	14603267	14612387	1		canonical	94	 multidrug resistance-associated protein 2 	AT2G34660.1
FB29	AT1G32140.1	AT1G32140.1		NP_174493.1	Q9FVQ9	1	11562742	11564833	1		not observed		 F-box family protein 	AT1G32140.1
Q9LVE6	AT3G21600.1	AT3G21600.1		NP_188797.1	Q9LVE6	3	7606735	7608364	1		canonical	26	 Senescence/dehydration-associated protein-like protein 	AT3G21600.1
PP375	AT5G11310.1	AT5G11310.1		NP_196692.1	Q9LFM6	5	3606490	3608409	1		canonical	17	 Pentatricopeptide repeat (PPR) superfamily protein 	AT5G11310.1
PP365	AT5G04810.1	AT5G04810.1		NP_568141.2	Q0WMY5	5	1390049	1393760	1		canonical	58	 pentatricopeptide (PPR) repeat-containing protein 	AT5G04810.1
Q9C9Z6	AT3G08600.1	AT3G08600.1		NP_566329.1	Q9C9Z6	3	2612646	2613596	1		canonical	20	 transmembrane protein%2C putative (DUF1191) 	AT3G08600.1
BGL10	AT4G27830.1	AT4G27830.1		NP_567787.1	Q93ZI4	4	13861794	13864489	1		canonical	26	 beta glucosidase 10 	AT4G27830.1
Q9FIR7	AT5G24680.1	AT5G24680.1		NP_197856.1	Q9FIR7	5	8453666	8455358	1		canonical	7	 Peptidase C78%2C ubiquitin fold modifier-specific peptidase 1/ 2 	AT5G24680.1
	AT4G22350.2	AT4G22350.2				4	11804073	11806939	1		canonical	44	 Ubiquitin C-terminal hydrolases superfamily protein 	AT4G22350.2
PP443	AT5G62370.1	AT5G62370.1		NP_201043.1	Q9LVA2	5	25041901	25044849	1		canonical	6	 Tetratricopeptide repeat (TPR)-like superfamily protein 	AT5G62370.1
Q9M328	AT3G53990.1	AT3G53990.1		NP_566991.2	Q9M328	3	19989658	19991019	1		canonical	56	 Adenine nucleotide alpha hydrolases-like superfamily protein 	AT3G53990.1
O22877	AT2G40580.1	AT2G40580.1		NP_181590.1	O22877	2	16943964	16944899	1		weak	1	 Protein kinase superfamily protein 	AT2G40580.1
Q8RYC3	AT2G33845.1	AT2G33845.1		NP_565774.1	Q8RYC3	2	14317781	14318712	1		canonical	40	 Nucleic acid-binding%2C OB-fold-like protein 	AT2G33845.1
GUX1	AT3G18660.1	AT3G18660.1		NP_001030722.1	Q9LSB1	3	6419211	6421959	1		canonical	34	 plant glycogenin-like starch initiation protein 1 	AT3G18660.1
P2A12	AT1G12710.1	AT1G12710.1		NP_172731.1	Q9LN77	1	4326980	4328324	1		not observed		 phloem protein 2-A12 	AT1G12710.1
F4JZV9	AT5G35560.1	AT5G35560.1		NP_568527.2	F4JZV9	5	13742458	13747464	1		canonical	32	 DENN (AEX-3) domain-containing protein 	AT5G35560.1
SHH1	AT1G15215.2	AT1G15215.2		NP_001031048.1	Q9XI47	1	5238096	5239770	1		canonical	7	 SAWADEE HOMEODOMAIN protein 	AT1G15215.2
Q67XE6	AT1G07485.1	AT1G07485.1		NP_001077475.1	Q67XE6	1	2301505	2301892	1		not observed		 hypothetical protein 	AT1G07485.1
A0A1P8AXI7	AT2G13105.1	AT2G13105.1		NP_001323576.1	A0A1P8AXI7	2	5411715	5412125	1		not observed		 hypothetical protein 	AT2G13105.1
